c_id,total_energy_generation (kWh),total_tripping_curtailment (kWh),count curtailment (days),total days (days),percentage_of_generation_lost,proportion of days with curtailment,proportion_of_sites
1248734683,901.838053001792,0.1072393055555555,2,46,0.0118911932357042,4.3478260869565215,37.34939759036144
656226721,803.7965238271547,0.0944167458545416,1,46,0.0117463491139512,2.1739130434782608,37.55020080321285
140917090,591.3323364840899,0.0633263344832124,4,46,0.0107090937829875,8.695652173913043,37.75100401606426
811944521,909.3682281612516,0.0924453040712751,5,46,0.0101658823354979,10.869565217391305,37.95180722891566
2059286195,481.2205513220329,0.0483721527777777,4,46,0.0100519715221819,8.695652173913043,38.152610441767074
1026364810,1653.7146443233837,0.1566651480424103,8,46,0.0094735297035789,17.391304347826086,38.35341365461847
1957632742,561.634388302466,0.052450218978968,6,46,0.0093388546127843,13.043478260869565,38.55421686746988
1632538235,1378.5963866439583,0.1286037630210423,4,46,0.0093286014867711,8.695652173913043,38.75502008032129
1732469525,1522.3067413878246,0.1420027995515629,2,46,0.009328133134463,4.3478260869565215,38.95582329317269
502366235,1226.6417622902334,0.1141539691230784,6,46,0.0093062190308883,13.043478260869565,39.1566265060241
1445534306,561.3494004124931,0.0470995641576276,2,46,0.0083904185384392,4.3478260869565215,39.3574297188755
94484719,1372.643555815023,0.1145539288988423,4,46,0.0083454971550006,8.695652173913043,39.558232931726906
1216561746,825.467264728356,0.0655275192677645,1,46,0.0079382335396823,2.1739130434782608,39.75903614457831
1045498135,1071.3102497999375,0.0775926653364042,2,46,0.0072427819439694,4.3478260869565215,39.959839357429715
1967552706,943.1043808094348,0.0659757210286007,14,46,0.0069955905593372,30.434782608695656,40.16064257028113
830274244,740.4408261979415,0.0493761111111111,4,46,0.0066684749630366,8.695652173913043,40.36144578313253
237758401,881.9200682893475,0.0587385025862773,7,46,0.0066602977637431,15.217391304347828,40.562248995983936
285661416,1542.896118739026,0.1018019816179745,1,46,0.0065981099039366,2.1739130434782608,40.76305220883534
345636960,760.5451030272047,0.0490219302028868,1,46,0.0064456309044347,2.1739130434782608,40.963855421686745
533614327,1097.7555562811056,0.0685116481817653,1,46,0.0062410659449416,2.1739130434782608,41.164658634538156
294943318,1010.9926172748028,0.0618599954393854,1,46,0.0061187385923878,2.1739130434782608,41.365461847389554
1929479010,980.9316501146376,0.0592542084704938,1,46,0.0060406052209212,2.1739130434782608,41.566265060240966
1357142821,1355.2307486990824,0.0793316089164442,6,46,0.005853734428074,13.043478260869565,41.76706827309237
1203715542,1095.316234472871,0.0607169444444444,2,46,0.0055433255286008,4.3478260869565215,41.967871485943775
1002568637,1028.6667025142335,0.0549532152237601,1,46,0.0053421788699338,2.1739130434782608,42.168674698795186
495815101,880.3196101348468,0.0442023294941275,9,46,0.0050211683330962,19.565217391304348,42.369477911646584
62355067,1583.1524299980392,0.0778658653055689,1,46,0.0049184060757602,2.1739130434782608,42.570281124497996
791639184,1812.0521913631765,0.0778125854679123,2,46,0.0042941691105141,4.3478260869565215,42.77108433734939
1878346408,1461.4459942213489,0.0592294924952885,1,46,0.0040528006323521,2.1739130434782608,42.971887550200805
1511222604,2012.6740172450927,0.0793288185351046,1,46,0.0039414638364382,2.1739130434782608,43.17269076305221
1760465917,533.6225499561123,0.0207909730583622,2,46,0.0038961946154772,4.3478260869565215,43.373493975903614
1326376829,1109.9816175481978,0.0406518724151126,4,46,0.003662391500222,8.695652173913043,43.57429718875502
1337085637,1019.23488600903,0.0342277824718631,1,46,0.0033581839614897,2.1739130434782608,43.77510040160642
506625236,1656.3653158742072,0.0534151184691675,3,46,0.0032248392282336,6.521739130434782,43.97590361445783
350830795,1488.860954227417,0.0451584217283041,4,46,0.0030330852320415,8.695652173913043,44.17670682730924
769724711,348.4219774413732,0.0096664044722626,3,46,0.0027743383305633,6.521739130434782,44.377510040160644
1017508702,816.3063499640826,0.0203351388888888,2,46,0.0024911160975023,4.3478260869565215,44.57831325301205
619732320,379.9296168238232,0.0093315716505532,1,46,0.0024561316721145,2.1739130434782608,44.77911646586345
375408977,1765.3657550436617,0.0421005037364148,1,46,0.0023848034672777,2.1739130434782608,44.97991967871486
1772238201,1225.0721295406793,0.0274732217078189,14,46,0.0022425799302217,30.434782608695656,45.18072289156627
2145391109,1656.9671633816488,0.0354558141718531,1,46,0.0021398018594099,2.1739130434782608,45.38152610441767
1219380515,925.4993633621216,0.0196005393699988,2,46,0.002117833911716,4.3478260869565215,45.58232931726908
954516763,1274.6660244624052,0.0247552112780931,4,46,0.0019420939134651,8.695652173913043,45.78313253012048
497516643,976.157502654504,0.0182625,1,46,0.0018708558762636,2.1739130434782608,45.98393574297189
622759379,486.0780561648161,0.0087767414717788,1,46,0.0018056238829269,2.1739130434782608,46.1847389558233
1839398939,1173.6427157028363,0.0195900601010101,5,46,0.0016691672720243,10.869565217391305,46.3855421686747
269285720,751.8099290283816,0.0124876388888888,7,46,0.0016610101046454,15.217391304347828,46.58634538152611
1713456246,1268.6833039614908,0.0209811998508757,3,46,0.0016537775649258,6.521739130434782,46.787148594377506
338417995,904.5806835657722,0.0142409595959595,3,46,0.0015743161284213,6.521739130434782,46.98795180722892
594232181,1345.5144671085372,0.0208551960274278,2,46,0.0015499793229458,4.3478260869565215,47.18875502008032
1219654055,1210.5555681225826,0.0185017205844968,3,46,0.0015283660718847,6.521739130434782,47.389558232931726
321888603,1235.466962867879,0.0177433005343036,1,46,0.0014361614731579,2.1739130434782608,47.59036144578313
105687914,1042.9169440461185,0.013610927449693,2,46,0.0013050825885413,4.3478260869565215,47.791164658634536
2131332818,2054.795185638427,0.0261211696386718,5,46,0.0012712298442803,10.869565217391305,47.99196787148594
6465663,912.200849782544,0.01157125,8,46,0.0012684980509235,17.391304347826086,48.19277108433735
1340845257,1274.3163835210771,0.0159282076719576,4,46,0.0012499413707564,8.695652173913043,48.393574297188756
1556557436,652.8967293744745,0.0080858809523809,9,46,0.0012384624686553,19.565217391304348,48.59437751004016
339139928,1773.615086878129,0.0209587311156406,1,46,0.0011816955815667,2.1739130434782608,48.795180722891565
1366939490,863.8449896244346,0.0099999142812739,1,46,0.0011576051723841,2.1739130434782608,48.99598393574297
1992992723,1642.6172055713034,0.0186607309619531,3,46,0.0011360364970402,6.521739130434782,49.19678714859438
1520040489,1021.6601729539352,0.0115249722222222,4,46,0.0011280631786692,8.695652173913043,49.39759036144578
1149850021,1535.6632093526096,0.0161155555555555,1,46,0.0010494199156043,2.1739130434782608,49.59839357429719
337155131,1335.9497651090387,0.0131313110800228,1,46,0.0009829195245938,2.1739130434782608,49.79919678714859
358283166,1678.4023189903028,0.0148776041666666,4,46,0.0008864146574592,8.695652173913043,50.0
1406768264,1219.9550139224814,0.0090383625124591,3,46,0.0007408767052318,6.521739130434782,50.20080321285141
1994239929,1205.2534980495186,0.0086076388888888,6,46,0.0007141766361034,13.043478260869565,50.401606425702816
1601564429,1035.6668865284578,0.0068109829059829,1,46,0.0006576422394669,2.1739130434782608,50.602409638554214
2003716861,1300.3320175086528,0.0084928472222222,3,46,0.0006531291322422,6.521739130434782,50.80321285140562
1649947307,800.9166434596978,0.0049736077626141,2,46,0.0006209894379432,4.3478260869565215,51.00401606425703
